text,label
"So much খুশি and গর্ব as I watch my child to take their প্রথম পা দিয়েছে today
 आज अपने बच्चे को अपना पहला कदम उठाते हुए देखकर मुझे बहुत खुशी और गर्व हुआ! उन्हें बढ़ते और सीखते देखना आश्चर्यजनक है। #पालन-पोषण #मील का पत्थर #पारिवारिक समय ই ক্যান'ত স্টপ সমিলিং! জাস্ট উইটনেসেদ ময় চাইল্ড তকে থেইর ফার্স্ট স্টেপস - আ মোমেন্ট ই উইল চেরিশ ফরএভার. #প্রৌড়পারেন্ট #মাইলস্টোন #ফ্যামিলিলোভে আমি হাসি থামাতে পারি না! আমার সন্তানকে তাদের প্রথম পদক্ষেপ নিতে দেখেছি - এমন একটি  moment যা আমি always লালন করব। #গর্বিত পিতামাতা #মাইলস্টোন #পরিবার প্রেম aaj jab mainne apane bachche ko apana pahala kadam uthaate hue dekha to mera dil pyaar aur khushee se umad raha tha. in anamol palon ke lie bahut aabhaaree hoon. #parivaaraprem #meel ka patthar #garvamaan",Happy
"Can't believe that I got accepted আমার  favourite varsity তে
 यह बहुत उत्साह के साथ है कि मैं साझा करता हूं कि मुझे उस विश्वविद्यालय कार्यक्रम में स्वीकार कर लिया गया है जिसके लिए मैं काम कर रहा हूं। गर्व और निपुणता की अनुभूति! ফিলিং ব্লেসেড এন্ড থ্রিলড তো হ্যাভ বিন একসেপ্টেড ইনটু টি ইউনিভার্সিটি প্রোগ্রাম ই'ভে বিন ওয়ার্কিং টুওয়ার্ডস. হার্ড ওয়ার্ক রিয়েলি ডেস পে অফ! আমি আমার স্বপ্নের ইউনিভার্সিটি programme গৃহীত হয়েছি বলে ঘোষণা করতে পেরে খুবই গর্বিত এবং happy! উদযাপন করার সময়! mere utsaah ko rok nahin sakata kyonki mujhe mere sapanon ke vishvavidyaalay kaaryakram mein sveekrti mil gaee hai! mere sapanon ko hakeekat mein badalane ka samay!",Happy
"I got অনেক money from a অনলাইন lottery
 ""आज का दिन अच्छा है! मैंने घुड़दौड़ में अच्छी खासी रकम जीती है!"" ""আফটার ইয়ার্স অফ ট্রায়িং, ই ফিনালয় ওঁন বিগ অং আ স্ক্রাচ-অফ টিকেট টুডে!"" 
""আমি বিশ্বের সবচেয়ে lucky ব্যক্তি মনে করি! শুধু একটি ক্যাসিনো গেমে বিপুল পরিমাণ money জিতেছি!"" ""main duniya mein sheersh par hoon! abhee-abhee ek onalain kaiseeno gem mein badee rakam jeetee hoon!""",Happy
"This ঈদ is very special we got you একত্র হয়েছি our whole family
 ""आज मैं एक लंबे समय से खोए हुए परिवार के सदस्य के साथ फिर से जुड़ने के लिए बहुत आभारी हूं। यह मेरे दिल के एक टुकड़े की तरह है जो गायब हो गया था जो अब फिर से पूरा हो गया है!"" নাথিং বেয়াটস টি ফিলিং অফ বিয়িং রেউনিটেড উইথ সামওয়ান ইউ হোল্ড দেয়ার. সো থ্রিলড তো ফিনালয় হ্যাভ ময় ফ্যামিলি মেম্বার হোম ওহেরে থিয় বেলং! 
""দীর্ঘ বিচ্ছেদের পর প্রিয়জনের সাথে পুনরায় মিলিত হওয়ার অনুভূতির মতো কিছুই নেই। আমার পরিবারের সদস্যের সাথে এই valueable মুহুর্তটির জন্য কৃতজ্ঞ।"" ""brahmaand rahasyamay tareeke se kaam karata hai aur aaj isane mujhe parivaar ke ek pyaare sadasy ke saath vaapas la diya. unhen apane jeevan mein vaapas paakar bahut aabhaaree aur dhany mahasoos kar raha hoon!""",Happy
"It's official that আমার বই published in the whole world
 मुझे यह बताते हुए बहुत खुशी हो रही है कि मेरी पुस्तक प्रकाशित हो चुकी है और अब खरीद के लिए उपलब्ध है। यह एक सपने के सच होने जैसा है! ই এম ওভার টি মুন তো শেয়ার ্থাৎ ময় বুক হস্ বিন পাবলিশড এন্ড ইস নাউ অভায়লাবলে ফর পুরচাষে. ঠিক ২ আ ড্রিম কমে ট্রু! আমাকে চিমটি দিন, becuse আমি believe করতে পারি না যে এটি বাস্তব! আমার বই আনুষ্ঠানিকভাবে প্রকাশিত হয়েছে এবং আমি খুশি হতে পারে না. mujhe yah bataate hue bahut khushee ho rahee hai ki meree pustak prakaashit ho chukee hai aur ab khareed ke lie upalabdh hai. ise sambhav banaane mein madad karane vaale sabhee ko dhanyavaad.",Happy
"It is the happiest day of my জীবন  I have overcome রোগটা থেকে that I am যুদ্ধ  with for a long time
 महीनों की कड़ी मेहनत, दृढ़ता और अपने प्रियजनों के अटूट समर्थन के बाद, मैंने आखिरकार अपनी बीमारी पर विजय प्राप्त कर ली है और पूरी तरह से ठीक हो गया हूँ! आज, मैं कृतज्ञता और भविष्य के लिए आशा से भरा हुआ हूं। ই এম ইনক্রেডিবলয় গ্র্যাটফুল তো আন্নুন্স ্থাৎ ই হ্যাভ ওভারকে আ ডিফিকাল্ট মেডিকেল ডায়াগনসিস! ই এম ফিলিং হেলথি, স্ট্রং, এন্ড রেডি তো এম্ব্রাস লাইফ তো টি ফুলেস্ট! আজ উদযাপনের দিন! আমি সম্ভাব্য সর্বোত্তম সংবাদ পেয়েছি - যে আমার চিকিৎসা নির্ণয় আর হুমকি নয়, এবং আমি পুরোপুরি well হয়েছি! যারা আমাকে path ধরে সমর্থন করেছেন তাদের সবাইকে  thanks। main yah saajha karane ke lie bahut khush hoon ki main apane jeevan mein ek pramukh meel ke patthar tak pahunch gaya hoon - ek kathin chikitsa sthiti se pooree tarah se theek ho gaya hoon! yah ek chunauteepoorn yaatra rahee hai, lekin mere avishvasaneey saport sistam kee madad se, main pahale se kaheen jyaada majaboot, khush aur adhik aabhaaree banakar ubhara hoon.",Happy
"Hard work and dedication ফল  of as I hate my ওজন কমানো goal
 वजन कम करने और एक स्वस्थ जीवन शैली प्राप्त करने के बाद इतना निपुण महसूस कर रहा हूँ! হিটটিং মই ওয়েইট লস গোয়াল হস্ গিভেন মে টি কনফিডেন্স তো ট্রি নিউ থিংস এন্ড লাইভ লাইফ তো টি ফুললেস্ট. আমার weight কমানোর লক্ষ্যে আঘাত করা আমাকে নতুন জিনিস চেষ্টা করার এবং জীবনকে পূর্ণভাবে বাঁচানোর self confidence দিয়েছে। apane vajan ghataane ke lakshy ko haasil karana aur apanee tvacha mein svasth aur khush mahasoos karana avishvasaneey lagata hai!",Happy
"Feeling grateful and inspired after a successful তহবিল সংগ্রহের for. It's amazing what we can accomplish when we একসাথে কাজ করি for a common goal.
 क्या कमाल की रात है! [चैरिटी नाम] के लिए हमारा धर्मार्थ फ़ंडरेज़र एक बड़ी सफलता थी, और हमने जितना सोचा था उससे कहीं अधिक जुटाया। इसे बनाने वाले सभी को धन्यवाद! ওভারহোয়েলমেড উইথ জয় এট টি টুর্নাট ফর আওয়ার চ্যারিটি ফান্ডরাইসের! থাঙ্কস তো অল ওহ ডোনাটেড এন্ড সাপোর্টেড [চ্যারিটি নাম] - ওই মেড এ রিয়েল ডিফারেন্স তোগেথের. 
[দাতব্য নাম] এর জন্য একটি সফল দাতব্য তহবিল সংগ্রহের পরে খুব খুশি এবং পরিপূর্ণ বোধ করছি। আমরা যখন একটি for good reason   একসাথে আসি তখন আমরা কী করতে পারি তা দেখা অবিশ্বাস্য। yah aise kshan hain jo hamen udaarata kee shakti kee yaad dilaate hain. [chairitee naam] ke lie hamaara chairitee fandarezar saphal raha, aur hamane [raashi jutaee",Happy
"Happy anniversary to my better half life । আমি তোমাকে ছাড়া life imaging করতে পারবো না
 अपने प्रिय के साथ एक और साल बिताने के लिए धन्य महसूस कर रहा हूं। वर्षगांठ की शुभकामनाएं! ইট'স বিন [ইনসার্ট নম্বর] ইয়ার্স অফ গ্রউইং, লার্নিং, এন্ড লোভিং উইথ ময় অ্যামেজিং পার্টনার. হেরে'সে তো টি ফিউচার! যে আমার heart চুরি করেছে তার সাথে বছর উদযাপন করছি। কথার চেয়েও বেশি ভালোবাসি তোমাকে। mere dil ko thaamane vaale ke saath pyaar aur pratibaddhata ka ek aur saal mana raha hoon. saalagirah mubaarak ho priye",Happy
"Someone I didn't know told me আমার খুব ভালো sense of humour আছে today
 एक अजनबी ने आज मेरी गायन आवाज पर मेरी तारीफ की और इससे मुझे वह आत्मविश्वास मिला जिसकी मुझे जरूरत थी। ই গোট আ কম্প্লিমেন্ট ফ্রম আ স্ট্র্যাংগের অং ময় আর্টওয়ার্ক টুডে এন্ড ইট মেড মে ফিল স প্রৌড় এন্ড  একজন unknown ব্যক্তি আজ আমার পোশাকে আমাকে প্রশংসা করেছেন এবং এটি আমার মুখে একটি বিশাল happiness দিয়েছে! Someone I didn't even know told me I had a great smile today and it made me smile even more!",Happy
"Just started learning a new ভাষা and I am খুব পছন্দ করেছি  it!
 मैंने पहली बार पेंटिंग करने की कोशिश की और मैं इसका आदी हो गया! यह बहुत आराम देने वाला है और मैं हैरान हूं कि मैं क्या बना सकता हूं। #newwhobby #paintinglove জাস্ট ফিনিশেদ ময় ফার্স্ট বদরকিং প্রজেক্ট এন্ড ই'ম থ্রিলড উইথ হাউ ইট টুর্নেড আউট! ক্যান'ত বাইত তো স্টার্ট টি নেক্সট ওয়ান. #বদরকিং #হোব্বিজয় 
মৃৎশিল্প তৈরিতে একটি নতুন emotion খুঁজে পেয়ে তাই excited! আমি কি তৈরি করতে পারি তা দেখার জন্য অপেক্ষা করতে পারি না। #hobbyjoy #potterylove mainne aur padhana shuroo kar diya hai aur ek achchhee kitaab mein kho jaana bahut khushee kee baat hai. #raiadinglovai #naiwwhobby",Happy
The Northern Lights were even more সুন্দরthan I could have কল্পনার! I feel so grateful for this incredible অভিজ্ঞতার! 😊🙏 नॉर्दर्न लाइट्स को देखना मेरे जीवन के सबसे अविश्वसनीय अनुभवों में से एक था! प्रकृति सचमुच अद्भुत है! 🌌🌟 বাকেট লিস্ট আইটেম চেকেণ্ড অফ: সাও টি নর্থেরন লাইটস এন্ড ইট ওয়াস অবসোলুটলি ব্র্যাথটাকিং! বালতি তালিকা item check বন্ধ: উত্তর আলো দেখেছি এবং এটা একেবারে শ্বাসরুদ্ধকর ছিল! nordarn laits ko dekhakar aur unakee sundarata ko pratyaksh roop se anubhav karake main bahut dhany mahasoos karata hoon. yah ek aisa kshan hai jisane mujhe vismay aur aashchary se bhar diya hai. 🙏🌟,Happy
Seeing our community service features in the খবরে  made আমাকে proud feel করাচ্ছে मैं अभी भी नॉर्दर्न लाइट्स के खौफ में हूँ! यह आश्चर्यजनक है कि प्रकृति इस तरह के जादुई और मंत्रमुग्ध कर देने वाले प्रदर्शन को कैसे बना सकती है। 😲🌟 ইট'স এন অ্যামেজিং ফিলিং তো কনো ্থাৎ আওয়ার কমিউনিটি সার্ভিস প্রজেক্ট ওয়াস রেকগনিজেদ এন্ড অপারেসিয়াটেড বি টি লোকাল নিউস. স প্রাউড অফ হোয়াট বে অক্কোমপ্লিশড! আমাদের সম্প্রদায় পরিষেবা প্রকল্প  local news দ্বারা স্বীকৃত এবং প্রশংসিত হয়েছে তা জেনে এটি একটি আশ্চর্যজনক অনুভূতি। আমরা যা অর্জন করেছি তার জন্য তাই proud! hamaare saamudaayik seva projekt ko samaachaaron mein pradarshit hote dekhana ek aashchary aur khushee kee baat thee! is tarah ke saarthak projekt ka hissa banakar bahut garv mahasoos ho raha hai. 💪🌟,Happy
আমি proud feel করছি for getting recognition of my কাজ हमारे सामुदायिक सेवा प्रोजेक्ट के लिए स्थानीय समाचारों में दिखाए जाने पर बहुत सम्मानित और विनम्र महसूस कर रहा हूं। यह छोटी-छोटी चीजें हैं जिनसे बड़ा फर्क पड़ता है। 💪❤️ ই এম সো গ্র্যাটফুল তো হ্যাভ রেসিভড রিকগনিশন এত ওয়ার্ক ফর ময় এক্সসেপশনাল পারফরমেন্স! ইট'স এন ইনক্রেডিবল ফিলিং তো কনো ্থাৎ ময় হার্ড ওয়ার্ক ২ পেয়িং আমি আমার different performance জন্য কাজের স্বীকৃতি পেয়ে কৃতজ্ঞ! এটা একটা অবিশ্বাস্য অনুভূতি যে আমার কঠোর পরিশ্রম প্রতিফলিত হচ্ছে। main apane samarpan aur kadee mehanat ke lie kaam par pahachaan paakar sammaanit aur aabhaaree mahasoos kar raha hoon. apane sahayogiyon dvaara saraahana kie jaane ka yah ek shaanadaar ahasaas hai!   👩🏽‍💼,Happy
"I never thought I would উৎপাদন my own শাকসবজি in my বাগান
 मेरे असाधारण प्रदर्शन के लिए अभी काम पर पहचान मिली है, और मैं इससे ज्यादा खुश नहीं हो सकता! यह जानकर बहुत अच्छा लग रहा है कि मेरे प्रयासों की सराहना की जा रही है। 🤩💯 টি স্যাটিসফ্যাক্টিন অফ গ্রউইং ময় ওন ভেগেটেবলেস ইস লাইক নাথিং এলসি! ইট'স অ্যামেজিং তো যে অবলে তো এঞ্জয় ফ্রেশ, হেলথি ফুড ্থাৎ ই গ্রেও মাইসেলফ. আমি কখনই জানতাম না যে সবজির বাগান করে আমি কতটা আনন্দ এবং তৃপ্তি পেতে পারি! এটা ভাবা unbelievable যে আমি এই সমস্ত সুস্বাদু product তৈরিতে একটি ভূমিকা পালন করেছি। apanee khud kee sabjiyaan ugaane ka santosh aur kuchh nahin hai! taaja, svasth bhojan ka aanand lene mein saksham hona aashcharyajanak hai jise mainne svayan ugaaya hai.",Happy
"After so many years of study and practice আমি এখন talk English ভালোভাবে आज बहुत अच्छा दिन है! वर्षों के अध्ययन और अभ्यास के बाद, अब मैं [भाषा] में धाराप्रवाह हूं। मैं ज्यादा खुश नहीं हो सकता! 😊💬 টুডে ২ আ গ্রেট ডে - ই এম ফিনালয় ফ্লুয়েন্ট ইন [ল্যাঙ্গুয়েজে]! ইট'স এ যুগে অক্কোম্পিলিশমেন্ট এন্ড ই'ম স গ্রাতেফুল ফর অল টি সাপোর্ট ই'ভে রেসিভড অলং টি ওয়ে আমি খুব কমই আমার excited ধারণ করতে পারি - আমি অবশেষে [ভাষায়] সাবলীল! এটি এতদিন ধরে আমার একটি aim ছিল, এবং এটি অর্জন করতে পেরে আশ্চর্যজনক মনে হচ্ছে। maheenon kee kadee mehanat aur samarpan ke baad, main yah ghoshana karate hue romaanchit hoon ki ab main [bhaasha] mein dhaaraapravaah hoon. yah ek adbhut ahasaas hai aur mujhe khud par bahut garv hai! 💪💬",Happy
"I just give a public speech and ওটা  success ছিল मैंने यह किया है! मैंने एक सार्वजनिक भाषण दिया और बहुत अच्छा काम किया! सारी तैयारी और अभ्यास इसके लायक थे, और मुझे खुद पर बहुत गर्व महसूस हो रहा है! 🤗🎊 ই ক্যান'ত বেলিয়েভে ই জাস্ট গভে আ পাবলিক স্পিচ এন্ড অবসোলুটলি নাইলেড ইট! ইট'স অ্যামেজিং হাউ মাচ বে ক্যান যাচিয়েভে হোয়েন বে কংকর আওয়ার ফেয়ার্স. কি দারুন! সবেমাত্র একটি জনসাধারণের বক্তৃতা দিয়েছেন যা দাঁড়িয়ে প্রশংসা পেয়েছে। আমার জনসাধারণের কথা বলার ভয় কাটিয়ে উঠা এমন একটি fruitfull journey হয়েছে। aaj ka din yaadagaar ban gaya! mainne ek saarvajanik bhaashan diya jo saphal raha, aur main anubhav ke lie aabhaaree mahasoos kar raha hoon aur bhavishy ke lie utsaahit hoon.",Happy
"I am thrilled to make new friends who আমাকে challenge করবে मैंने यह किया है! मैंने एक सार्वजनिक भाषण दिया और बहुत अच्छा काम किया! सारी तैयारी और अभ्यास इसके लायक थे, और मुझे खुद पर बहुत गर्व महसूस हो रहा है! 🤗🎊 ই ফাইল শো লাকি তো হ্যাভ মেট সুঁচ এন অ্যামেজিং নিউ ফ্রেন্ড উহ ট্রুলি গেট্স মি এন্ড সার্স ময় পশন্স. হেরে'সে তো মেনি মোর এডভেন্যুরেস তোগেথের! আমি একজন নতুন বন্ধু তৈরি করতে পেরে excited যে আমার মতোই [আগ্রহ সন্নিবেশ করান] সম্পর্কে উত্সাহী। একসাথে আরও অন্বেষণ করার জন্য wait করতে পারি না! dostee aise logon ko khojane ke baare mein hai jo aapake dil ko bhara hua mahasoos karaate hain aur aapakee aatma ko khushee ka ehasaas karaate hain. is adbhut nae dost mein paakar aabhaaree mahasoos kar raha hoon. 🌟💖",Happy
"Learning to play the drums অনেক  challenge এর ছিল
 कौन जानता था कि मुझमें पियानो बजाने की स्वाभाविक प्रतिभा है? मुझे बहुत खुशी है कि मैंने इसे आजमाया और अपने इस नए जुनून को खोजा! 🎹🎼 #पियानोवादक #संगीतकार #भावुक উহ কনেও ই হদ্ আ ন্যাচারাল ট্যালেন্ট ফর প্লেয়িং টি পিয়ানো? ই'ম সো গ্লাড ই গভে ইট আ ট্রায় এন্ড ডিস্কোভেদ থিস নিউ প্যাশন অফ মাইন! #পিয়ানিস্ট #মুসিশান #প্যাশনেট 
Drumবাজাতে শেখা একটি challenge ছিল, কিন্তু এর জন্য আমার লুকানো প্রতিভা আবিষ্কার করা অনেক মূল্যবান! 🥁🎵 #ড্রামার #মিউজিকলোভার #চ্যালেঞ্জিংএন্ডফান vishvaas nahin ho raha hai ki mainne gitaar bajaane ke lie ek chhipee huee pratibha kee khoj kee hai! main aur jaanane ke lie bahut utsaahit hoon aur dekhata hoon ki yah mujhe kahaan le jaata hai! 🎸🎶 #musichlovair #gitaaravaadak #utsaahit",Happy
"Feeling so love  and appreciated  যখন  special person থেকে gift পাই
 एक विशेष व्यक्ति से एक अप्रत्याशित उपहार प्राप्त करने के बाद इतना प्यार और सराहना महसूस कर रहा हूँ! ❤️🎁 রেসেইভিং এন উনএক্সপেক্টেড গিফট ফ্রম আ লোভেদ ওয়ান ২ এ রিমাইন্ডার ্থাৎ ঠেরে'স ষ্টীল সো মাচ গুড ইন টি ওয়ার্ল্ড, এন্ড ই'ম গ্র্যাটফুল ফর ইট! একজন বিশেষ ব্যক্তির কাছ থেকে একটি অপ্রত্যাশিত উপহার পাওয়ার পরে খুব favourite এবং প্রশংসা feelকরছি! apane kisee priyajan se ek apratyaashit upahaar praapt karana pyaar kee shakti ka ek sundar anusmaarak hai aur yah kaise sabase andhere dinon ko bhee roshan kar sakata hai! ❤🎁",Happy
"I opened my door today to find হারিয়ে যাওয়া আমার বন্ধুকে from abroad standing there! Best. Surprise. Ever! मैं आज थोड़ा उदास महसूस कर रहा था, लेकिन फिर मुझे सबसे आश्चर्यजनक आश्चर्य मिला: विदेश से मेरा दोस्त मुझसे मिलने आया! টুডে ওয়াস সুঁচ আন অ্যামেজিং ডে! মেয়ে ফ্রেন্ড উহ মভেদ অবয় ইয়ার্স আগে জাস্ট সুরপরিষেদ মে উইথ আ ভিসিট! 
কি দারুন! আমি believe করতে পারছি না যে foreign থেকে আমার বন্ধুটি আমার দোরগোড়ায় এসেছে! কি অপূর্ব আশ্চর্য! aaj ka din yaadagaar ban gaya! videsh se mere dost ne mujhe ek yaatra ke saath aashcharyachakit kiya, aur yah lambe samay mein mere saath huee sabase achchhee baat thee!",Surprise
